park_code,park_name,wiki_url,nps_url,area_acres,lat,lon
ABLI,Abraham Lincoln Birthplace National Historical Park,https://en.wikipedia.org/wiki/Abraham_Lincoln_Birthplace_National_Historical_Park,https://www.nps.gov/ABLI/index.htm,344.5,37.531,-85.7375
ACAD,Acadia National Park,https://en.wikipedia.org/wiki/Acadia_National_Park,https://www.nps.gov/ACAD/index.htm,49075.0,44.35,-68.217
ADAM,Adams National Historical Park,https://en.wikipedia.org/wiki/Adams_National_Historical_Park,https://www.nps.gov/ADAM/index.htm,8.5,42.25639,-71.01139
AFBG,African Burial Ground National Monument,https://en.wikipedia.org/wiki/African_Burial_Ground_National_Monument,https://www.nps.gov/AFBG/index.htm,0.35,40.71444,-74.00444
AGFO,Agate Fossil Beds National Monument,https://en.wikipedia.org/wiki/Agate_Fossil_Beds_National_Monument,https://www.nps.gov/AGFO/index.htm,3057.87,42.421703,-103.75388
ALAG,Alagnak Wild River,https://en.wikipedia.org/wiki/Alagnak_Wild_River,https://www.nps.gov/ALAG/index.htm,,,
ALFL,Alibates Flint Quarries National Monument,https://en.wikipedia.org/wiki/Alibates_Flint_Quarries_National_Monument,https://www.nps.gov/ALFL/index.htm,1371.0,35.575045,-101.6837868
ALPO,Allegheny Portage Railroad National Historic Site,https://en.wikipedia.org/wiki/Allegheny_Portage_Railroad_National_Historic_Site,https://www.nps.gov/ALPO/index.htm,1296.0,40.45417,-78.54028
AMCH,Amache National Historic Site,https://en.wikipedia.org/wiki/Amache_National_Historic_Site,https://www.nps.gov/AMCH/index.htm,,38.04962,-102.3286
AMIS,Amistad National Recreation Area,https://en.wikipedia.org/wiki/Amistad_National_Recreation_Area,https://www.nps.gov/AMIS/index.htm,58500.0,29.43667,-101.05
ANDE,Andersonville National Historic Site,https://en.wikipedia.org/wiki/Andersonville_National_Historic_Site,https://www.nps.gov/ANDE/index.htm,514.0,32.19472,-84.12889
ANIA,Aniakchak National Monument & Preserve,https://en.wikipedia.org/wiki/Aniakchak_National_Monument_and_Preserve,https://www.nps.gov/ANIA/index.htm,601294.0,56.833,-158.25
ANJO,Andrew Johnson National Historic Site,https://en.wikipedia.org/wiki/Andrew_Johnson_National_Historic_Site,https://www.nps.gov/ANJO/index.htm,16.68,36.15833,-82.835
ANTI,Antietam National Battlefield,https://en.wikipedia.org/wiki/Antietam_National_Battlefield,https://www.nps.gov/ANTI/index.htm,3229.0,39.47028,-77.73806
APCO,Appomattox Court House National Historical Park,https://en.wikipedia.org/wiki/Appomattox_Court_House_National_Historical_Park,https://www.nps.gov/APCO/index.htm,1774.6,37.3775,-78.796
APIS,Apostle Islands National Lakeshore,https://en.wikipedia.org/wiki/Apostle_Islands_National_Lakeshore,https://www.nps.gov/APIS/index.htm,69540.0,46.96528,-90.66417
ARCH,Arches National Park,https://en.wikipedia.org/wiki/Arches_National_Park,https://www.nps.gov/ARCH/index.htm,76679.0,38.72806,-109.54
ARHO,"Arlington House, The Robert  E. Lee Memorial","https://en.wikipedia.org/wiki/Arlington_House,_The_Robert__E._Lee_Memorial",https://www.nps.gov/ARHO/index.htm,28.08,38.8821531,-77.0735239
ARPO,Arkansas Post National Memorial,https://en.wikipedia.org/wiki/Arkansas_Post_National_Memorial,https://www.nps.gov/ARPO/index.htm,757.51,34.01667,-91.34528
ASIS,Assateague Island National Seashore,https://en.wikipedia.org/wiki/Assateague_Island_National_Seashore,https://www.nps.gov/ASIS/index.htm,41320.0,38.08333,-75.20833
AZRU,Aztec Ruins National Monument,https://en.wikipedia.org/wiki/Aztec_Ruins_National_Monument,https://www.nps.gov/AZRU/index.htm,318.0,36.835837,-107.9981235
BADL,Badlands National Park,https://en.wikipedia.org/wiki/Badlands_National_Park,https://www.nps.gov/BADL/index.htm,242756.0,43.75,-102.5
BAND,Bandelier National Monument,https://en.wikipedia.org/wiki/Bandelier_National_Monument,https://www.nps.gov/BAND/index.htm,33677.0,35.77889,-106.32111
BELA,Bering Land Bridge National Preserve,https://en.wikipedia.org/wiki/Bering_Land_Bridge_National_Preserve,https://www.nps.gov/BELA/index.htm,2697391.0,65.833,-164.167
BEOL,Bent's Old Fort National Historic Site,https://en.wikipedia.org/wiki/Bent's_Old_Fort_National_Historic_Site,https://www.nps.gov/BEOL/index.htm,799.0,38.0406,-103.4294
BEPA,Belmont-Paul Women's Equality National Monument,https://en.wikipedia.org/wiki/Belmont-Paul_Women's_Equality_National_Monument,https://www.nps.gov/BEPA/index.htm,0.34,38.89194,-77.00361
BIBE,Big Bend National Park,https://en.wikipedia.org/wiki/Big_Bend_National_Park,https://www.nps.gov/BIBE/index.htm,801163.0,29.25,-103.25
BICA,Bighorn Canyon National Recreation Area,https://en.wikipedia.org/wiki/Bighorn_Canyon_National_Recreation_Area,https://www.nps.gov/BICA/index.htm,120296.22,45.19444,-108.13056
BICR,Birmingham Civil Rights National Monument,https://en.wikipedia.org/wiki/Birmingham_Civil_Rights_National_Monument,https://www.nps.gov/BICR/index.htm,18.25,33.51528,-86.81472
BICY,Big Cypress National Preserve,https://en.wikipedia.org/wiki/Big_Cypress_National_Preserve,https://www.nps.gov/BICY/index.htm,720566.0,25.85889,-81.03389
BIHO,Big Hole National Battlefield,https://en.wikipedia.org/wiki/Big_Hole_National_Battlefield,https://www.nps.gov/BIHO/index.htm,655.61,45.6375,-113.64361
BISC,Biscayne National Park,https://en.wikipedia.org/wiki/Biscayne_National_Park,https://www.nps.gov/BISC/index.htm,172971.0,25.46944,-80.18611
BISO,Big South Fork National River & Recreation Area,https://en.wikipedia.org/wiki/Big_South_Fork_National_River_and_Recreation_Area,https://www.nps.gov/BISO/index.htm,125310.0,36.4865,-84.6985
BITH,Big Thicket National Preserve,https://en.wikipedia.org/wiki/Big_Thicket_National_Preserve,https://www.nps.gov/BITH/index.htm,113122.0,30.5475,-94.34
BLCA,Black Canyon Of The Gunnison National Park,https://en.wikipedia.org/wiki/Black_Canyon_Of_The_Gunnison_National_Park,https://www.nps.gov/BLCA/index.htm,30750.0,38.5791,-107.7276
BLRI,Blue Ridge Parkway,https://en.wikipedia.org/wiki/Blue_Ridge_Parkway,https://www.nps.gov/BLRI/index.htm,93390.0,36.51861,-80.93583
BLRV,Blackstone River Valley National Historical Park,https://en.wikipedia.org/wiki/Blackstone_River_Valley_National_Historical_Park,https://www.nps.gov/BLRV/index.htm,,41.8775,-71.3825
BLUE,Bluestone National Scenic River,https://en.wikipedia.org/wiki/Bluestone_National_Scenic_River,https://www.nps.gov/BLUE/index.htm,,37.54167,-80.99917
BOAF,Boston African American National Historic Site,https://en.wikipedia.org/wiki/Boston_African_American_National_Historic_Site,https://www.nps.gov/BOAF/index.htm,0.18,42.36,-71.06472
BOHA,Boston Harbor Islands National Recreation Area,https://en.wikipedia.org/wiki/Boston_Harbor_Islands_National_Recreation_Area,https://www.nps.gov/BOHA/index.htm,1482.0,42.31861,-70.94583
BOST,Boston National Historical Park,https://en.wikipedia.org/wiki/Boston_National_Historical_Park,https://www.nps.gov/BOST/index.htm,43.0,42.36,-71.05639
BOWA,Booker T Washington National Monument,https://en.wikipedia.org/wiki/Booker_T_Washington_National_Monument,https://www.nps.gov/BOWA/index.htm,198.8,37.1196056,-79.7315139
BRCA,Bryce Canyon National Park,https://en.wikipedia.org/wiki/Bryce_Canyon_National_Park,https://www.nps.gov/BRCA/index.htm,35835.0,37.64,-112.17
BRCR,Brices Cross Roads National Battlefield Site,https://en.wikipedia.org/wiki/Brices_Cross_Roads_National_Battlefield_Site,https://www.nps.gov/BRCR/index.htm,1.0,34.506111,-88.728889
BRVB,Brown v. Board of Education National Historical Park,https://en.wikipedia.org/wiki/Brown_v._Board_of_Education_National_Historical_Park,https://www.nps.gov/BRVB/index.htm,1.85,39.03806,-95.67639
BUFF,Buffalo National River,https://en.wikipedia.org/wiki/Buffalo_National_River,https://www.nps.gov/BUFF/index.htm,,,
BUIS,Buck Island Reef National Monument,https://en.wikipedia.org/wiki/Buck_Island_Reef_National_Monument,https://www.nps.gov/BUIS/index.htm,880.0,17.78694,-64.61916
CABR,Cabrillo National Monument,https://en.wikipedia.org/wiki/Cabrillo_National_Monument,https://www.nps.gov/CABR/index.htm,143.9,32.67306,-117.23861
CACH,Canyon de Chelly National Monument,https://en.wikipedia.org/wiki/Canyon_de_Chelly_National_Monument,https://www.nps.gov/CACH/index.htm,83840.0,36.155281,-109.508995
CACL,Castle Clinton National Monument,https://en.wikipedia.org/wiki/Castle_Clinton_National_Monument,https://www.nps.gov/CACL/index.htm,1.0,40.7035,-74.0168
CACO,Cape Cod National Seashore,https://en.wikipedia.org/wiki/Cape_Cod_National_Seashore,https://www.nps.gov/CACO/index.htm,43607.14,41.83722,-69.97278
CAGR,Casa Grande Ruins National Monument,https://en.wikipedia.org/wiki/Casa_Grande_Ruins_National_Monument,https://www.nps.gov/CAGR/index.htm,472.5,32.9970051,-111.5320692
CAHA,Cape Hatteras National Seashore,https://en.wikipedia.org/wiki/Cape_Hatteras_National_Seashore,https://www.nps.gov/CAHA/index.htm,30351.0,35.30361,-75.51139
CAKR,Cape Krusenstern National Monument,https://en.wikipedia.org/wiki/Cape_Krusenstern_National_Monument,https://www.nps.gov/CAKR/index.htm,649082.0,67.333,-163.583
CALO,Cape Lookout National Seashore,https://en.wikipedia.org/wiki/Cape_Lookout_National_Seashore,https://www.nps.gov/CALO/index.htm,28243.0,34.6125,-76.53056
CAMO,Castle Mountains National Monument,https://en.wikipedia.org/wiki/Castle_Mountains_National_Monument,https://www.nps.gov/CAMO/index.htm,20920.0,35.25,-115.11
CANA,Canaveral National Seashore,https://en.wikipedia.org/wiki/Canaveral_National_Seashore,https://www.nps.gov/CANA/index.htm,57662.0,28.7675,-80.77694
CANE,Camp Nelson National Monument,https://en.wikipedia.org/wiki/Camp_Nelson_National_Monument,https://www.nps.gov/CANE/index.htm,,37.78778,-84.59806
CANY,Canyonlands National Park,https://en.wikipedia.org/wiki/Canyonlands_National_Park,https://www.nps.gov/CANY/index.htm,337598.0,38.16691,-109.75966
CARE,Capitol Reef National Park,https://en.wikipedia.org/wiki/Capitol_Reef_National_Park,https://www.nps.gov/CARE/index.htm,241904.0,38.2,-111.167
CARI,Cane River Creole National Historical Park,https://en.wikipedia.org/wiki/Cane_River_Creole_National_Historical_Park,https://www.nps.gov/CARI/index.htm,207.0,31.66556,-93.00278
CARL,Carl Sandburg Home National Historic Site,https://en.wikipedia.org/wiki/Carl_Sandburg_Home_National_Historic_Site,https://www.nps.gov/CARL/index.htm,246.0,35.27145,-82.44723
CASA,Castillo de San Marcos National Monument,https://en.wikipedia.org/wiki/Castillo_de_San_Marcos_National_Monument,https://www.nps.gov/CASA/index.htm,20.48,29.89778,-81.31139
CATO,Catoctin Mountain Park,https://en.wikipedia.org/wiki/Catoctin_Mountain_Park,https://www.nps.gov/CATO/index.htm,6154.0,39.63444,-77.45
CAVE,Carlsbad Caverns National Park,https://en.wikipedia.org/wiki/Carlsbad_Caverns_National_Park,https://www.nps.gov/CAVE/index.htm,46766.0,32.17528,-104.44389
CAVO,Capulin Volcano National Monument,https://en.wikipedia.org/wiki/Capulin_Volcano_National_Monument,https://www.nps.gov/CAVO/index.htm,793.0,36.78222,-103.97
CAWO,Carter G. Woodson Home National Historic Site,https://en.wikipedia.org/wiki/Carter_G._Woodson_Home_National_Historic_Site,https://www.nps.gov/CAWO/index.htm,0.15,38.91,-77.02417
CEBE,Cedar Creek & Belle Grove National Historical Park,https://en.wikipedia.org/wiki/Cedar_Creek_and_Belle_Grove_National_Historical_Park,https://www.nps.gov/CEBE/index.htm,3712.0,39.1675,-78.30083
CEBR,Cedar Breaks National Monument,https://en.wikipedia.org/wiki/Cedar_Breaks_National_Monument,https://www.nps.gov/CEBR/index.htm,6155.0,37.6424776,-112.8488318
CECH,César E. Chávez National Monument,https://en.wikipedia.org/wiki/Cesar_E._Chavez_National_Monument,https://www.nps.gov/CECH/index.htm,116.0,35.2273,-118.5614
CHAM,Chamizal National Memorial,https://en.wikipedia.org/wiki/Chamizal_National_Memorial,https://www.nps.gov/CHAM/index.htm,54.9,31.76778,-106.45417
CHAT,Chattahoochee River National Recreation Area,https://en.wikipedia.org/wiki/Chattahoochee_River_National_Recreation_Area,https://www.nps.gov/CHAT/index.htm,10550.0,33.98722,-84.32472
CHCH,Chickamauga & Chattanooga National Military Park,https://en.wikipedia.org/wiki/Chickamauga_and_Chattanooga_National_Military_Park,https://www.nps.gov/CHCH/index.htm,9523.0,34.94,-85.26
CHCU,Chaco Culture National Historical Park,https://en.wikipedia.org/wiki/Chaco_Culture_National_Historical_Park,https://www.nps.gov/CHCU/index.htm,33977.8,36.06,-107.96
CHIC,Chickasaw National Recreation Area,https://en.wikipedia.org/wiki/Chickasaw_National_Recreation_Area,https://www.nps.gov/CHIC/index.htm,9899.0,34.50056,-96.97222
CHIR,Chiricahua National Monument,https://en.wikipedia.org/wiki/Chiricahua_National_Monument,https://www.nps.gov/CHIR/index.htm,12025.0,32.00569,-109.35672
CHIS,Channel Islands National Park,https://en.wikipedia.org/wiki/Channel_Islands_National_Park,https://www.nps.gov/CHIS/index.htm,249561.0,34.0083,-119.4167
CHOH,Chesapeake & Ohio Canal National Historical Park,https://en.wikipedia.org/wiki/Chesapeake_and_Ohio_Canal_National_Historical_Park,https://www.nps.gov/CHOH/index.htm,19586.0,38.89972,-77.05778
CHPI,Charles Pinckney National Historic Site,https://en.wikipedia.org/wiki/Charles_Pinckney_National_Historic_Site,https://www.nps.gov/CHPI/index.htm,28.45,32.84611,-79.82472
CHRI,Christiansted National Historic Site,https://en.wikipedia.org/wiki/Christiansted_National_Historic_Site,https://www.nps.gov/CHRI/index.htm,27.15,17.74694,-64.70222
CHSC,Little Rock Central High School National Historic Site,https://en.wikipedia.org/wiki/Little_Rock_Central_High_School_National_Historic_Site,https://www.nps.gov/CHSC/index.htm,17.95,34.7368,-92.2989
CHYO,Charles Young Buffalo Soldiers National Monument,https://en.wikipedia.org/wiki/Charles_Young_Buffalo_Soldiers_National_Monument,https://www.nps.gov/CHYO/index.htm,59.65,39.707252,-83.890227
CIRO,City Of Rocks National Reserve,https://en.wikipedia.org/wiki/City_Of_Rocks_National_Reserve,https://www.nps.gov/CIRO/index.htm,14407.0,42.0698842,-113.7124104
CLBA,Clara Barton National Historic Site,https://en.wikipedia.org/wiki/Clara_Barton_National_Historic_Site,https://www.nps.gov/CLBA/index.htm,9.0,38.96694,-77.14083
COLM,Colorado National Monument,https://en.wikipedia.org/wiki/Colorado_National_Monument,https://www.nps.gov/COLM/index.htm,20533.0,39.0425,-108.68611
COLO,Colonial National Historical Park,https://en.wikipedia.org/wiki/Colonial_National_Historical_Park,https://www.nps.gov/COLO/index.htm,9349.28,37.21889,-76.5175
CONG,Congaree National Park,https://en.wikipedia.org/wiki/Congaree_National_Park,https://www.nps.gov/CONG/index.htm,26692.6,33.78333,-80.78333
CORO,Coronado National Memorial,https://en.wikipedia.org/wiki/Coronado_National_Memorial,https://www.nps.gov/CORO/index.htm,4750.22,31.34833,-110.27167
COWP,Cowpens National Battlefield,https://en.wikipedia.org/wiki/Cowpens_National_Battlefield,https://www.nps.gov/COWP/index.htm,842.0,35.13667,-81.81806
CRLA,Crater Lake National Park,https://en.wikipedia.org/wiki/Crater_Lake_National_Park,https://www.nps.gov/CRLA/index.htm,183224.0,42.91183,-122.14807
CRMO,Craters Of The Moon National Monument & Preserve,https://en.wikipedia.org/wiki/Craters_Of_The_Moon_National_Monument_and_Preserve,https://www.nps.gov/CRMO/index.htm,753000.0,43.46167,-113.56271
CUGA,Cumberland Gap National Historical Park,https://en.wikipedia.org/wiki/Cumberland_Gap_National_Historical_Park,https://www.nps.gov/CUGA/index.htm,20508.0,36.60417,-83.68722
CUIS,Cumberland Island National Seashore,https://en.wikipedia.org/wiki/Cumberland_Island_National_Seashore,https://www.nps.gov/CUIS/index.htm,36415.39,30.833,-81.45
CURE,Curecanti National Recreation Area,https://en.wikipedia.org/wiki/Curecanti_National_Recreation_Area,https://www.nps.gov/CURE/index.htm,43095.0,38.45472,-107.32694
CUVA,Cuyahoga Valley National Park,https://en.wikipedia.org/wiki/Cuyahoga_Valley_National_Park,https://www.nps.gov/CUVA/index.htm,32783.0,41.24167,-81.54972
DAAV,Dayton Aviation Heritage National Historical Park,https://en.wikipedia.org/wiki/Dayton_Aviation_Heritage_National_Historical_Park,https://www.nps.gov/DAAV/index.htm,86.0,39.79472,-84.08889
DDEM,Dwight D. Eisenhower Memorial,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower_Memorial,https://www.nps.gov/DDEM/index.htm,,38.887182,-77.018771
DENA,Denali National Park & Preserve,https://en.wikipedia.org/wiki/Denali_National_Park_and_Preserve,https://www.nps.gov/DENA/index.htm,4740911.0,63.43,-150.32
DEPO,Devils Postpile National Monument,https://en.wikipedia.org/wiki/Devils_Postpile_National_Monument,https://www.nps.gov/DEPO/index.htm,798.0,37.62444,-119.08444
DESO,De Soto National Memorial,https://en.wikipedia.org/wiki/De_Soto_National_Memorial,https://www.nps.gov/DESO/index.htm,26.84,27.52389,-82.64444
DETO,Devils Tower National Monument,https://en.wikipedia.org/wiki/Devils_Tower_National_Monument,https://www.nps.gov/DETO/index.htm,1346.91,44.59056,-104.71528
DEVA,Death Valley National Park,https://en.wikipedia.org/wiki/Death_Valley_National_Park,https://www.nps.gov/DEVA/index.htm,3422024.0,36.24194,-116.82583
DEWA,Delaware Water Gap National Recreation Area,https://en.wikipedia.org/wiki/Delaware_Water_Gap_National_Recreation_Area,https://www.nps.gov/DEWA/index.htm,66741.0,41.15381,-74.91388
DINO,Dinosaur National Monument,https://en.wikipedia.org/wiki/Dinosaur_National_Monument,https://www.nps.gov/DINO/index.htm,210844.0,40.533,-108.983
DRTO,Dry Tortugas National Park,https://en.wikipedia.org/wiki/Dry_Tortugas_National_Park,https://www.nps.gov/DRTO/index.htm,64701.0,24.62861,-82.87333
EBLA,Ebey's Landing National Historical Reserve,https://en.wikipedia.org/wiki/Ebey's_Landing_National_Historical_Reserve,https://www.nps.gov/EBLA/index.htm,19333.0,48.21833,-122.68361
EDAL,Edgar Allan Poe National Historic Site,https://en.wikipedia.org/wiki/Edgar_Allan_Poe_National_Historic_Site,https://www.nps.gov/EDAL/index.htm,0.52,39.96167,-75.15028
EDIS,Thomas Edison National Historical Park,https://en.wikipedia.org/wiki/Thomas_Edison_National_Historical_Park,https://www.nps.gov/EDIS/index.htm,21.25,40.78361,-74.23361
EFMO,Effigy Mounds National Monument,https://en.wikipedia.org/wiki/Effigy_Mounds_National_Monument,https://www.nps.gov/EFMO/index.htm,2526.0,43.0888,-91.1856
EISE,Eisenhower National Historic Site,https://en.wikipedia.org/wiki/Eisenhower_National_Historic_Site,https://www.nps.gov/EISE/index.htm,690.5,39.79333,-77.26333
ELMA,El Malpais National Monument,https://en.wikipedia.org/wiki/El_Malpais_National_Monument,https://www.nps.gov/ELMA/index.htm,114276.0,34.87722,-108.05083
ELMO,El Morro National Monument,https://en.wikipedia.org/wiki/El_Morro_National_Monument,https://www.nps.gov/ELMO/index.htm,1278.72,35.03833,-108.35333
ELRO,Eleanor Roosevelt National Historic Site,https://en.wikipedia.org/wiki/Eleanor_Roosevelt_National_Historic_Site,https://www.nps.gov/ELRO/index.htm,181.0,41.76306,-73.89889
EUON,Eugene O'Neill National Historic Site,https://en.wikipedia.org/wiki/Eugene_O'Neill_National_Historic_Site,https://www.nps.gov/EUON/index.htm,158.6,37.82444,-122.02972
EVER,Everglades National Park,https://en.wikipedia.org/wiki/Everglades_National_Park,https://www.nps.gov/EVER/index.htm,1508976.0,25.3125,-80.6875
FEHA,Federal Hall National Memorial,https://en.wikipedia.org/wiki/Federal_Hall_National_Memorial,https://www.nps.gov/FEHA/index.htm,0.45,40.70722,-74.01028
FIIS,Fire Island National Seashore,https://en.wikipedia.org/wiki/Fire_Island_National_Seashore,https://www.nps.gov/FIIS/index.htm,19579.0,40.69639,-72.98278
FILA,First Ladies National Historic Site,https://en.wikipedia.org/wiki/First_Ladies_National_Historic_Site,https://www.nps.gov/FILA/index.htm,0.46,40.79667,-81.37528
FLFO,Florissant Fossil Beds National Monument,https://en.wikipedia.org/wiki/Florissant_Fossil_Beds_National_Monument,https://www.nps.gov/FLFO/index.htm,57.92,38.914,-105.287
FLNI,Flight 93 National Memorial,https://en.wikipedia.org/wiki/Flight_93_National_Memorial,https://www.nps.gov/FLNI/index.htm,2321.0,40.05667,-78.90583
FOBO,Fort Bowie National Historic Site,https://en.wikipedia.org/wiki/Fort_Bowie_National_Historic_Site,https://www.nps.gov/FOBO/index.htm,999.45,32.14611,-109.43556
FOBU,Fossil Butte National Monument,https://en.wikipedia.org/wiki/Fossil_Butte_National_Monument,https://www.nps.gov/FOBU/index.htm,8198.0,41.86444,-110.77583
FOCA,Fort Caroline National Memorial,https://en.wikipedia.org/wiki/Fort_Caroline_National_Memorial,https://www.nps.gov/FOCA/index.htm,138.39,30.38694,-81.50056
FODA,Fort Davis National Historic Site,https://en.wikipedia.org/wiki/Fort_Davis_National_Historic_Site,https://www.nps.gov/FODA/index.htm,523.0,30.59917,-103.89278
FODO,Fort Donelson National Battlefield,https://en.wikipedia.org/wiki/Fort_Donelson_National_Battlefield,https://www.nps.gov/FODO/index.htm,1319.0,36.48722,-87.86083
FOFR,Fort Frederica National Monument,https://en.wikipedia.org/wiki/Fort_Frederica_National_Monument,https://www.nps.gov/FOFR/index.htm,284.49,31.22384,-81.39324
FOLA,Fort Laramie National Historic Site,https://en.wikipedia.org/wiki/Fort_Laramie_National_Historic_Site,https://www.nps.gov/FOLA/index.htm,833.0,42.20917,-104.535861
FOLS,Fort Larned National Historic Site,https://en.wikipedia.org/wiki/Fort_Larned_National_Historic_Site,https://www.nps.gov/FOLS/index.htm,718.0,38.18306,-99.21806
FOMA,Fort Matanzas National Monument,https://en.wikipedia.org/wiki/Fort_Matanzas_National_Monument,https://www.nps.gov/FOMA/index.htm,227.76,29.71528,-81.23917
FOMC,Fort McHenry National Monument and Historic Shrine,https://en.wikipedia.org/wiki/Fort_McHenry_National_Monument_and_Historic_Shrine,https://www.nps.gov/FOMC/index.htm,43.26,39.2633,-76.5799
FOMR,Fort Monroe National Monument,https://en.wikipedia.org/wiki/Fort_Monroe_National_Monument,https://www.nps.gov/FOMR/index.htm,565.0,37.00361,-76.3075
FONE,Fort Necessity National Battlefield,https://en.wikipedia.org/wiki/Fort_Necessity_National_Battlefield,https://www.nps.gov/FONE/index.htm,902.8,39.81528,-79.58944
FOPO,Fort Point National Historic Site,https://en.wikipedia.org/wiki/Fort_Point_National_Historic_Site,https://www.nps.gov/FOPO/index.htm,29.0,37.81056,-122.47722
FOPU,Fort Pulaski National Monument,https://en.wikipedia.org/wiki/Fort_Pulaski_National_Monument,https://www.nps.gov/FOPU/index.htm,5623.0,32.02722,-80.89028
FORA,Fort Raleigh National Historic Site,https://en.wikipedia.org/wiki/Fort_Raleigh_National_Historic_Site,https://www.nps.gov/FORA/index.htm,14.0,35.93861,-75.71
FOSC,Fort Scott National Historic Site,https://en.wikipedia.org/wiki/Fort_Scott_National_Historic_Site,https://www.nps.gov/FOSC/index.htm,17.0,37.84389,-94.70472
FOSM,Fort Smith National Historic Site,https://en.wikipedia.org/wiki/Fort_Smith_National_Historic_Site,https://www.nps.gov/FOSM/index.htm,75.0,35.38821,-94.429834
FOST,Fort Stanwix National Monument,https://en.wikipedia.org/wiki/Fort_Stanwix_National_Monument,https://www.nps.gov/FOST/index.htm,16.0,43.21056,-75.45528
