park_code,park_name,wiki_url,nps_url,area_acres,lat,lon
NATR,Natchez Trace Parkway,https://en.wikipedia.org/wiki/Natchez_Trace_Parkway,https://www.nps.gov/NATR/index.htm,52302.0,,
NAVA,Navajo National Monument,https://en.wikipedia.org/wiki/Navajo_National_Monument,https://www.nps.gov/NAVA/index.htm,360.0,36.6783318,-110.540972
NCPC,National Mall and Memorial Parks,https://en.wikipedia.org/wiki/National_Mall_and_Memorial_Parks,https://www.nps.gov/NCPC/index.htm,6546.92,38.89,-77.02278
NCPE,National Capital Parks-East,https://en.wikipedia.org/wiki/National_Capital_Parks-East,https://www.nps.gov/NCPE/index.htm,6546.92,38.87833,-76.96917
NEBE,New Bedford Whaling National Historical Park,https://en.wikipedia.org/wiki/New_Bedford_Whaling_National_Historical_Park,https://www.nps.gov/NEBE/index.htm,34.0,41.63556,-70.92333
NEPE,Nez Perce National Historical Park,https://en.wikipedia.org/wiki/Nez_Perce_National_Historical_Park,https://www.nps.gov/NEPE/index.htm,4561.0,46.447,-116.823
NEPH,New Philadelphia National Historic Site,https://en.wikipedia.org/wiki/New_Philadelphia_National_Historic_Site,https://www.nps.gov/NEPH/index.htm,42.0,39.69583,-90.95972
NERI,New River Gorge National Park & Preserve,https://en.wikipedia.org/wiki/New_River_Gorge_National_Park_and_Preserve,https://www.nps.gov/NERI/index.htm,72808.0,37.96083,-81.08167
NICO,Nicodemus National Historic Site,https://en.wikipedia.org/wiki/Nicodemus_National_Historic_Site,https://www.nps.gov/NICO/index.htm,161.0,39.39083,-99.6175
NIOB,Niobrara National Scenic River,https://en.wikipedia.org/wiki/Niobrara_National_Scenic_River,https://www.nps.gov/NIOB/index.htm,23074.0,42.883,-100.317
NISI,Ninety Six National Historic Site,https://en.wikipedia.org/wiki/Ninety_Six_National_Historic_Site,https://www.nps.gov/NISI/index.htm,1022.0,34.14694,-82.02444
NOAT,Noatak National Preserve,https://en.wikipedia.org/wiki/Noatak_National_Preserve,https://www.nps.gov/NOAT/index.htm,6569904.0,68.0,-159.5
NOCA,North Cascades National Park,https://en.wikipedia.org/wiki/North_Cascades_National_Park,https://www.nps.gov/NOCA/index.htm,504654.0,48.83278,-121.3475
NPSA,National Park of American Samoa,https://en.wikipedia.org/wiki/National_Park_of_American_Samoa,https://www.nps.gov/NPSA/index.htm,8256.67,-14.25833,-170.68333
OBRI,Obed Wild and Scenic River,https://en.wikipedia.org/wiki/Obed_Wild_and_Scenic_River,https://www.nps.gov/OBRI/index.htm,,,
OCMU,Ocmulgee Mounds National Historical Park,https://en.wikipedia.org/wiki/Ocmulgee_Mounds_National_Historical_Park,https://www.nps.gov/OCMU/index.htm,3336.0,32.83667,-83.60833
OKCI,Oklahoma City National Memorial,https://en.wikipedia.org/wiki/Oklahoma_City_National_Memorial,https://www.nps.gov/OKCI/index.htm,3.3,35.47278,-97.51722
OLYM,Olympic National Park,https://en.wikipedia.org/wiki/Olympic_National_Park,https://www.nps.gov/OLYM/index.htm,922650.0,47.96935,-123.49856
ORCA,Oregon Caves National Monument & Preserve,https://en.wikipedia.org/wiki/Oregon_Caves_National_Monument_and_Preserve,https://www.nps.gov/ORCA/index.htm,4554.0,42.09556,-123.40583
ORPI,Organ Pipe Cactus National Monument,https://en.wikipedia.org/wiki/Organ_Pipe_Cactus_National_Monument,https://www.nps.gov/ORPI/index.htm,330688.0,31.954,-112.801
OZAR,Ozark National Scenic Riverways,https://en.wikipedia.org/wiki/Ozark_National_Scenic_Riverways,https://www.nps.gov/OZAR/index.htm,80000.0,37.1907,-91.2763
PAAL,Palo Alto Battlefield National Historical Park,https://en.wikipedia.org/wiki/Palo_Alto_Battlefield_National_Historical_Park,https://www.nps.gov/PAAL/index.htm,3357.42,26.02139,-97.48056
PAAV,Pennsylvania Avenue National Historic Site,https://en.wikipedia.org/wiki/Pennsylvania_Avenue_National_Historic_Site,https://www.nps.gov/PAAV/index.htm,20.6,38.89361,-77.02389
PAGR,Paterson Great Falls National Historical Park,https://en.wikipedia.org/wiki/Paterson_Great_Falls_National_Historical_Park,https://www.nps.gov/PAGR/index.htm,36.3,40.91611,-74.18167
PAIS,Padre Island National Seashore,https://en.wikipedia.org/wiki/Padre_Island_National_Seashore,https://www.nps.gov/PAIS/index.htm,130434.0,26.98444,-97.38056
PECO,Pecos National Historical Park,https://en.wikipedia.org/wiki/Pecos_National_Historical_Park,https://www.nps.gov/PECO/index.htm,6671.4,35.55,-105.68444
PEFO,Petrified Forest National Park,https://en.wikipedia.org/wiki/Petrified_Forest_National_Park,https://www.nps.gov/PEFO/index.htm,221391.0,35.08806,-109.80639
PERI,Pea Ridge National Military Park,https://en.wikipedia.org/wiki/Pea_Ridge_National_Military_Park,https://www.nps.gov/PERI/index.htm,4300.0,36.45417,-94.034694
PERL,Pearl Harbor National Memorial,https://en.wikipedia.org/wiki/Pearl_Harbor_National_Memorial,https://www.nps.gov/PERL/index.htm,21.3,21.3670944,-157.9385722
PETE,Petersburg National Battlefield,https://en.wikipedia.org/wiki/Petersburg_National_Battlefield,https://www.nps.gov/PETE/index.htm,9368.0,37.21944,-77.36139
PETR,Petroglyph National Monument,https://en.wikipedia.org/wiki/Petroglyph_National_Monument,https://www.nps.gov/PETR/index.htm,7532.0,35.13583,-106.76194
PEVI,Perry's Victory & International Peace Memorial,https://en.wikipedia.org/wiki/Perry's_Victory_and_International_Peace_Memorial,https://www.nps.gov/PEVI/index.htm,25.38,41.65417,-82.81139
PINN,Pinnacles National Park,https://en.wikipedia.org/wiki/Pinnacles_National_Park,https://www.nps.gov/PINN/index.htm,26606.0,36.48694,-121.16694
PIPE,Pipestone National Monument,https://en.wikipedia.org/wiki/Pipestone_National_Monument,https://www.nps.gov/PIPE/index.htm,281.78,44.01333,-96.325
PIRO,Pictured Rocks National Lakeshore,https://en.wikipedia.org/wiki/Pictured_Rocks_National_Lakeshore,https://www.nps.gov/PIRO/index.htm,73236.0,46.56222,-86.3125
PISC,Piscataway Park,https://en.wikipedia.org/wiki/Piscataway_Park,https://www.nps.gov/PISC/index.htm,4216.5,38.67861,-77.09278
PISP,Pipe Spring National Monument,https://en.wikipedia.org/wiki/Pipe_Spring_National_Monument,https://www.nps.gov/PISP/index.htm,40.0,36.8625,-112.7375
POCH,Port Chicago Naval Magazine National Memorial,https://en.wikipedia.org/wiki/Port_Chicago_Naval_Magazine_National_Memorial,https://www.nps.gov/POCH/index.htm,5.0,38.0575,-122.02972
PORE,Point Reyes National Seashore,https://en.wikipedia.org/wiki/Point_Reyes_National_Seashore,https://www.nps.gov/PORE/index.htm,71028.0,38.067,-122.883
PRPA,President's Park,https://en.wikipedia.org/wiki/President's_Park,https://www.nps.gov/PRPA/index.htm,77.48,38.89611,-77.03667
PRWI,Prince William Forest Park,https://en.wikipedia.org/wiki/Prince_William_Forest_Park,https://www.nps.gov/PRWI/index.htm,16084.0,38.58528,-77.37972
PUHE,Puʻukoholā Heiau National Historic Site,https://en.wikipedia.org/wiki/Puukohola_Heiau_National_Historic_Site,https://www.nps.gov/PUHE/index.htm,76.6,20.02667,-155.82
PUHO,Puʻuhonua o Hōnaunau National Historical Park,https://en.wikipedia.org/wiki/Puuhonua_o_Honaunau_National_Historical_Park,https://www.nps.gov/PUHO/index.htm,420.0,19.42194,-155.91028
PULL,Pullman National Historical Park,https://en.wikipedia.org/wiki/Pullman_National_Historical_Park,https://www.nps.gov/PULL/index.htm,0.4,41.69722,-87.60944
RABR,Rainbow Bridge National Monument,https://en.wikipedia.org/wiki/Rainbow_Bridge_National_Monument,https://www.nps.gov/RABR/index.htm,160.0,37.07722,-110.96417
REDW,Redwood National and State Parks,https://en.wikipedia.org/wiki/Redwood_National_and_State_Parks,https://www.nps.gov/REDW/index.htm,139091.0,41.3,-124.0
REER,Reconstruction Era National Historical Park,https://en.wikipedia.org/wiki/Reconstruction_Era_National_Historical_Park,https://www.nps.gov/REER/index.htm,64.99,32.4325,-80.67056
RICH,Richmond National Battlefield Park,https://en.wikipedia.org/wiki/Richmond_National_Battlefield_Park,https://www.nps.gov/RICH/index.htm,8168.87,37.42917,-77.37361
RIGR,Rio Grande Wild & Scenic River,https://en.wikipedia.org/wiki/Rio_Grande_Wild_and_Scenic_River,https://www.nps.gov/RIGR/index.htm,9600.0,29.48333,-103.3
RIRA,River Raisin National Battlefield Park,https://en.wikipedia.org/wiki/River_Raisin_National_Battlefield_Park,https://www.nps.gov/RIRA/index.htm,42.18,41.91361,-83.37833
ROCR,Rock Creek Park,https://en.wikipedia.org/wiki/Rock_Creek_Park,https://www.nps.gov/ROCR/index.htm,1755.0,38.9575,-77.045
ROLA,Ross Lake National Recreation Area,https://en.wikipedia.org/wiki/Ross_Lake_National_Recreation_Area,https://www.nps.gov/ROLA/index.htm,117575.0,48.67306,-121.24528
ROMO,Rocky Mountain National Park,https://en.wikipedia.org/wiki/Rocky_Mountain_National_Park,https://www.nps.gov/ROMO/index.htm,265461.0,40.3466,-105.7364
RORI,Rosie the Riveter WWII Home Front National Historical Park,https://en.wikipedia.org/wiki/Rosie_the_Riveter_WWII_Home_Front_National_Historical_Park,https://www.nps.gov/RORI/index.htm,145.0,37.9095444,-122.3573556
ROWI,Roger Williams National Memorial,https://en.wikipedia.org/wiki/Roger_Williams_National_Memorial,https://www.nps.gov/ROWI/index.htm,4.56,41.83038,-71.41089
RUCA,Russell Cave National Monument,https://en.wikipedia.org/wiki/Russell_Cave_National_Monument,https://www.nps.gov/RUCA/index.htm,310.0,34.9766194,-85.81425
SAAN,San Antonio Missions National Historical Park,https://en.wikipedia.org/wiki/San_Antonio_Missions_National_Historical_Park,https://www.nps.gov/SAAN/index.htm,948.0,29.36167,-98.48028
SACN,Saint Croix National Scenic Riverway,https://en.wikipedia.org/wiki/Saint_Croix_National_Scenic_Riverway,https://www.nps.gov/SACN/index.htm,67469.74,45.415917,-92.646556
SACR,Saint Croix Island International Historic Site,https://en.wikipedia.org/wiki/Saint_Croix_Island_International_Historic_Site,https://www.nps.gov/SACR/index.htm,6.5,45.12833,-67.13306
SAFR,San Francisco Maritime National Historical Park,https://en.wikipedia.org/wiki/San_Francisco_Maritime_National_Historical_Park,https://www.nps.gov/SAFR/index.htm,50.0,37.80639,-122.42361
SAGA,Saint-Gaudens National Historical Park,https://en.wikipedia.org/wiki/Saint-Gaudens_National_Historical_Park,https://www.nps.gov/SAGA/index.htm,370.0,43.50083,-72.36806
SAGU,Saguaro National Park,https://en.wikipedia.org/wiki/Saguaro_National_Park,https://www.nps.gov/SAGU/index.htm,91716.0,32.17917,-110.73694
SAHI,Sagamore Hill National Historic Site,https://en.wikipedia.org/wiki/Sagamore_Hill_National_Historic_Site,https://www.nps.gov/SAHI/index.htm,83.02,40.88556,-73.4975
SAIR,Saugus Iron Works National Historic Site,https://en.wikipedia.org/wiki/Saugus_Iron_Works_National_Historic_Site,https://www.nps.gov/SAIR/index.htm,9.0,42.46861,-71.00889
SAJH,San Juan Island National Historical Park,https://en.wikipedia.org/wiki/San_Juan_Island_National_Historical_Park,https://www.nps.gov/SAJH/index.htm,2141.0,48.45583,-122.98556
SAJU,San Juan National Historic Site,https://en.wikipedia.org/wiki/San_Juan_National_Historic_Site,https://www.nps.gov/SAJU/index.htm,75.13,18.4675,-66.11028
SAMA,Salem Maritime National Historic Site,https://en.wikipedia.org/wiki/Salem_Maritime_National_Historic_Site,https://www.nps.gov/SAMA/index.htm,9.0,42.52056,-70.88722
SAMO,Santa Monica Mountains National Recreation Area,https://en.wikipedia.org/wiki/Santa_Monica_Mountains_National_Recreation_Area,https://www.nps.gov/SAMO/index.htm,157700.0,34.10389,-118.6025
SAND,Sand Creek Massacre National Historic Site,https://en.wikipedia.org/wiki/Sand_Creek_Massacre_National_Historic_Site,https://www.nps.gov/SAND/index.htm,12583.0,38.54083,-102.52861
SAPA,Saint Paul's Church National Historic Site,https://en.wikipedia.org/wiki/Saint_Paul's_Church_National_Historic_Site,https://www.nps.gov/SAPA/index.htm,6.0,40.89278,-73.82583
SAPU,Salinas Pueblo Missions National Monument,https://en.wikipedia.org/wiki/Salinas_Pueblo_Missions_National_Monument,https://www.nps.gov/SAPU/index.htm,1076.9,34.25972,-106.09028
SARA,Saratoga National Historical Park,https://en.wikipedia.org/wiki/Saratoga_National_Historical_Park,https://www.nps.gov/SARA/index.htm,3392.0,42.99889,-73.6375
SARI,Salt River Bay National Historical Park and Ecological Preserve,https://en.wikipedia.org/wiki/Salt_River_Bay_National_Historical_Park_and_Ecological_Preserve,https://www.nps.gov/SARI/index.htm,985.76,17.77472,-64.75583
SCBL,Scotts Bluff National Monument,https://en.wikipedia.org/wiki/Scotts_Bluff_National_Monument,https://www.nps.gov/SCBL/index.htm,3005.0,41.83472,-103.70722
SEQU,Sequoia National Park,https://en.wikipedia.org/wiki/Sequoia_National_Park,https://www.nps.gov/SEQU/index.htm,404064.0,36.56472,-118.77278
SHEN,Shenandoah National Park,https://en.wikipedia.org/wiki/Shenandoah_National_Park,https://www.nps.gov/SHEN/index.htm,200445.92,38.533,-78.35
SHIL,Shiloh National Military Park,https://en.wikipedia.org/wiki/Shiloh_National_Military_Park,https://www.nps.gov/SHIL/index.htm,9324.0,35.13667,-88.34056
SITK,Sitka National Historical Park,https://en.wikipedia.org/wiki/Sitka_National_Historical_Park,https://www.nps.gov/SITK/index.htm,112.0,57.04888,-135.31596
SLBE,Sleeping Bear Dunes National Lakeshore,https://en.wikipedia.org/wiki/Sleeping_Bear_Dunes_National_Lakeshore,https://www.nps.gov/SLBE/index.htm,71199.0,44.85,-86.05
SPAR,Springfield Armory National Historic Site,https://en.wikipedia.org/wiki/Springfield_Armory_National_Historic_Site,https://www.nps.gov/SPAR/index.htm,54.93,42.10806,-72.58167
SPRA,Springfield 1908 Race Riot National Monument,https://en.wikipedia.org/wiki/Springfield_1908_Race_Riot_National_Monument,https://www.nps.gov/SPRA/index.htm,,39.80472,-89.64194
STEA,Steamtown National Historic Site,https://en.wikipedia.org/wiki/Steamtown_National_Historic_Site,https://www.nps.gov/STEA/index.htm,62.48,41.40733,-75.67132
STGE,Ste. Geneviève National Historical Park,https://en.wikipedia.org/wiki/Ste._Genevieve_National_Historical_Park,https://www.nps.gov/STGE/index.htm,,37.97696,-90.048672
STLI,Statue Of Liberty National Monument,https://en.wikipedia.org/wiki/Statue_Of_Liberty_National_Monument,https://www.nps.gov/STLI/index.htm,60.86,40.69417,-74.04306
STON,Stonewall National Monument,https://en.wikipedia.org/wiki/Stonewall_National_Monument,https://www.nps.gov/STON/index.htm,7.7,40.73387194,-74.002175
STRI,Stones River National Battlefield,https://en.wikipedia.org/wiki/Stones_River_National_Battlefield,https://www.nps.gov/STRI/index.htm,709.49,35.87611,-86.43083
SUCR,Sunset Crater Volcano National Monument,https://en.wikipedia.org/wiki/Sunset_Crater_Volcano_National_Monument,https://www.nps.gov/SUCR/index.htm,3138.0,35.36444,-111.50361
TAPR,Tallgrass Prairie National Preserve,https://en.wikipedia.org/wiki/Tallgrass_Prairie_National_Preserve,https://www.nps.gov/TAPR/index.htm,10882.0,38.43278,-96.55889
THIS,Theodore Roosevelt Island,https://en.wikipedia.org/wiki/Theodore_Roosevelt_Island,https://www.nps.gov/THIS/index.htm,88.5,38.89722,-77.06417
THKO,Thaddeus Kosciuszko National Memorial,https://en.wikipedia.org/wiki/Thaddeus_Kosciuszko_National_Memorial,https://www.nps.gov/THKO/index.htm,0.02,39.943438,-75.147276
THRB,Theodore Roosevelt Birthplace National Historic Site,https://en.wikipedia.org/wiki/Theodore_Roosevelt_Birthplace_National_Historic_Site,https://www.nps.gov/THRB/index.htm,0.11,40.738806,-73.98889
THRI,Theodore Roosevelt Inaugural National Historic Site,https://en.wikipedia.org/wiki/Theodore_Roosevelt_Inaugural_National_Historic_Site,https://www.nps.gov/THRI/index.htm,1.03,42.901472,-78.872417
THRO,Theodore Roosevelt National Park,https://en.wikipedia.org/wiki/Theodore_Roosevelt_National_Park,https://www.nps.gov/THRO/index.htm,70446.0,46.967,-103.45
THST,Thomas Stone National Historic Site,https://en.wikipedia.org/wiki/Thomas_Stone_National_Historic_Site,https://www.nps.gov/THST/index.htm,360.0,38.531167,-77.03925
TICA,Timpanogos Cave National Monument,https://en.wikipedia.org/wiki/Timpanogos_Cave_National_Monument,https://www.nps.gov/TICA/index.htm,250.0,40.44056,-111.70944
TILL,Emmett Till and Mamie Till-Mobley National Monument,https://en.wikipedia.org/wiki/Emmett_Till_and_Mamie_Till-Mobley_National_Monument,https://www.nps.gov/TILL/index.htm,5.7,33.86056,-90.27472
TIMU,Timucuan Ecological & Historic Preserve,https://en.wikipedia.org/wiki/Timucuan_Ecological_and_Historic_Preserve,https://www.nps.gov/TIMU/index.htm,46000.0,30.45445,-81.44988
TONT,Tonto National Monument,https://en.wikipedia.org/wiki/Tonto_National_Monument,https://www.nps.gov/TONT/index.htm,1120.0,33.65694,-111.09444
TUAI,Tuskegee Airmen National Historic Site,https://en.wikipedia.org/wiki/Tuskegee_Airmen_National_Historic_Site,https://www.nps.gov/TUAI/index.htm,89.68,32.45917,-85.68
TUIN,Tuskegee Institute National Historic Site,https://en.wikipedia.org/wiki/Tuskegee_Institute_National_Historic_Site,https://www.nps.gov/TUIN/index.htm,57.92,32.43028,-85.70778
TULE,Tule Lake National Monument,https://en.wikipedia.org/wiki/Tule_Lake_National_Monument,https://www.nps.gov/TULE/index.htm,,41.88944,-121.37472
TUMA,Tumacácori National Historical Park,https://en.wikipedia.org/wiki/Tumacacori_National_Historical_Park,https://www.nps.gov/TUMA/index.htm,360.0,31.5681465,-111.0506458
TUPE,Tupelo National Battlefield,https://en.wikipedia.org/wiki/Tupelo_National_Battlefield,https://www.nps.gov/TUPE/index.htm,1.0,34.255667,-88.737
TUSK,Tule Springs Fossil Beds National Monument,https://en.wikipedia.org/wiki/Tule_Springs_Fossil_Beds_National_Monument,https://www.nps.gov/TUSK/index.htm,22650.0,36.371,-115.306
TUZI,Tuzigoot National Monument,https://en.wikipedia.org/wiki/Tuzigoot_National_Monument,https://www.nps.gov/TUZI/index.htm,811.89,34.7708537,-112.0259912
ULSG,Ulysses S Grant National Historic Site,https://en.wikipedia.org/wiki/Ulysses_S_Grant_National_Historic_Site,https://www.nps.gov/ULSG/index.htm,9.9,38.55111,-90.35194
UPDE,Upper Delaware Scenic & Recreational River,https://en.wikipedia.org/wiki/Upper_Delaware_Scenic_and_Recreational_River,https://www.nps.gov/UPDE/index.htm,55575.0,41.64008,-75.05859
VAFO,Valley Forge National Historical Park,https://en.wikipedia.org/wiki/Valley_Forge_National_Historical_Park,https://www.nps.gov/VAFO/index.htm,3466.0,40.09694,-75.43889
VALL,Valles Caldera National Preserve,https://en.wikipedia.org/wiki/Valles_Caldera_National_Preserve,https://www.nps.gov/VALL/index.htm,89766.0,35.9,-106.533
VAMA,Vanderbilt Mansion National Historic Site,https://en.wikipedia.org/wiki/Vanderbilt_Mansion_National_Historic_Site,https://www.nps.gov/VAMA/index.htm,211.0,41.79611,-73.94194
VICK,Vicksburg National Military Park,https://en.wikipedia.org/wiki/Vicksburg_National_Military_Park,https://www.nps.gov/VICK/index.htm,2524.0,32.36528,-90.84222
VIIS,Virgin Islands National Park,https://en.wikipedia.org/wiki/Virgin_Islands_National_Park,https://www.nps.gov/VIIS/index.htm,14737.0,18.33333,-64.73333
VIVE,Vietnam Veterans Memorial,https://en.wikipedia.org/wiki/Vietnam_Veterans_Memorial,https://www.nps.gov/VIVE/index.htm,2.0,38.89111,-77.04778
VOYA,Voyageurs National Park,https://en.wikipedia.org/wiki/Voyageurs_National_Park,https://www.nps.gov/VOYA/index.htm,218200.0,48.5,-92.883
WABA,Washita Battlefield National Historic Site,https://en.wikipedia.org/wiki/Washita_Battlefield_National_Historic_Site,https://www.nps.gov/WABA/index.htm,7680.0,35.6175,-99.70028
WACA,Walnut Canyon National Monument,https://en.wikipedia.org/wiki/Walnut_Canyon_National_Monument,https://www.nps.gov/WACA/index.htm,3529.0,35.16583,-111.50194
WACO,Waco Mammoth National Monument,https://en.wikipedia.org/wiki/Waco_Mammoth_National_Monument,https://www.nps.gov/WACO/index.htm,5.0,31.606,-97.175
WAMO,Washington Monument,https://en.wikipedia.org/wiki/Washington_Monument,https://www.nps.gov/WAMO/index.htm,106.01,38.88944,-77.03528
WAPA,War In The Pacific National Historical Park,https://en.wikipedia.org/wiki/War_In_The_Pacific_National_Historical_Park,https://www.nps.gov/WAPA/index.htm,2037.0,13.4225083,144.6756611
WEFA,Weir Farm National Historical Park,https://en.wikipedia.org/wiki/Weir_Farm_National_Historical_Park,https://www.nps.gov/WEFA/index.htm,60.0,41.25806,-73.45472
WHHO,The White House and President's Park,https://en.wikipedia.org/wiki/The_White_House_and_President's_Park,https://www.nps.gov/WHHO/index.htm,77.48,38.89611,-77.03667
WHIS,Whiskeytown National Recreation Area,https://en.wikipedia.org/wiki/Whiskeytown_National_Recreation_Area,https://www.nps.gov/WHIS/index.htm,203587.0,40.62528,-122.55944
WHMI,Whitman Mission National Historic Site,https://en.wikipedia.org/wiki/Whitman_Mission_National_Historic_Site,https://www.nps.gov/WHMI/index.htm,138.53,46.04,-118.46139
WHSA,White Sands National Park,https://en.wikipedia.org/wiki/White_Sands_National_Park,https://www.nps.gov/WHSA/index.htm,145762.0,32.77917,-106.17194
WICA,Wind Cave National Park,https://en.wikipedia.org/wiki/Wind_Cave_National_Park,https://www.nps.gov/WICA/index.htm,33847.0,43.55635,-103.47865
WICL,President William Jefferson Clinton Birthplace Home National Historic Site,https://en.wikipedia.org/wiki/President_William_Jefferson_Clinton_Birthplace_Home_National_Historic_Site,https://www.nps.gov/WICL/index.htm,1.0,33.6671722,-93.5964889
WICR,Wilson's Creek National Battlefield,https://en.wikipedia.org/wiki/Wilson's_Creek_National_Battlefield,https://www.nps.gov/WICR/index.htm,2433.0,37.11556,-93.42
WIHO,William Howard Taft National Historic Site,https://en.wikipedia.org/wiki/William_Howard_Taft_National_Historic_Site,https://www.nps.gov/WIHO/index.htm,3.0,39.11972,-84.50861
WORI,Women's Rights National Historical Park,https://en.wikipedia.org/wiki/Women's_Rights_National_Historical_Park,https://www.nps.gov/WORI/index.htm,7.44,42.91083,-76.80139
WOTR,Wolf Trap National Park for the Performing Arts,https://en.wikipedia.org/wiki/Wolf_Trap_National_Park_for_the_Performing_Arts,https://www.nps.gov/WOTR/index.htm,130.0,38.93694,-77.26194
WRBR,Wright Brothers National Memorial,https://en.wikipedia.org/wiki/Wright_Brothers_National_Memorial,https://www.nps.gov/WRBR/index.htm,428.0,36.0143,-75.6679
WRST,Wrangell-St Elias National Park & Preserve,https://en.wikipedia.org/wiki/Wrangell-St_Elias_National_Park_and_Preserve,https://www.nps.gov/WRST/index.htm,13175799.0,61.435,-142.95361
WUPA,Wupatki National Monument,https://en.wikipedia.org/wiki/Wupatki_National_Monument,https://www.nps.gov/WUPA/index.htm,35422.0,35.5575,-111.39583
WWII,World War II Memorial,https://en.wikipedia.org/wiki/World_War_II_Memorial,https://www.nps.gov/WWII/index.htm,7.4,38.88944,-77.04056
WWIM,World War I Memorial,"https://en.wikipedia.org/wiki/National_World_War_I_Memorial_(Washington,_D.C.)",https://www.nps.gov/WWIM/index.htm,1.76,38.89611,-77.03278
YELL,Yellowstone National Park,https://en.wikipedia.org/wiki/Yellowstone_National_Park,https://www.nps.gov/YELL/index.htm,2219791.0,44.6,-110.5
YOSE,Yosemite National Park,https://en.wikipedia.org/wiki/Yosemite_National_Park,https://www.nps.gov/YOSE/index.htm,759620.0,37.7425,-119.5375
YUCH,Yukon-Charley Rivers National Preserve,https://en.wikipedia.org/wiki/Yukon-Charley_Rivers_National_Preserve,https://www.nps.gov/YUCH/index.htm,2525512.0,65.0,-143.5
ZION,Zion National Park,https://en.wikipedia.org/wiki/Zion_National_Park,https://www.nps.gov/ZION/index.htm,146597.0,37.3,-113.0
